NVDA,Nvidia Corporation,Information Technology,Semiconductors,,66.849998
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,40.290001
GILD,Gilead Sciences,Health Care,Biotechnology,,75.199997
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,43.48249825
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,44.6100005
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,252.460007
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,178.339996
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,26.0699995
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,20.59
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,27.3557148571
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,29.6000005
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,91.93
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,50.38750075
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,31.0879993
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,16.4
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,19.75
GILD,Gilead Sciences,Health Care,Biotechnology,,17.9050005
GILD,Gilead Sciences,Health Care,Biotechnology,,23.0249995
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,569.609985
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,45.900002
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,61.1928558571
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,24.0699995
STT,State Street Corp.,Financials,Diversified Financial Services,,55.110001
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,18.33
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,48.4124985
BSX,Boston Scientific,Health Care,Health Care Equipment,,13.7
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,37.43999875
GILD,Gilead Sciences,Health Care,Biotechnology,,33.75
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,10.492857
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,38.6242867142
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,34.0649985
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,15.25
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,35.029999
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,22.1749992
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,53.7485732857
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,25.18000025
STT,State Street Corp.,Financials,Diversified Financial Services,,40.23
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,49.580002
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,222.660004
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,36.459999
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,79.260002
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,10.9228572857
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,89.330002
STT,State Street Corp.,Financials,Diversified Financial Services,,36.240002
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,93.8714294285
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,82.8728561428
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,74.510002
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,73.580002
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,23.469999
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,54.450001
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,73.650002
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,78.309998
GILD,Gilead Sciences,Health Care,Biotechnology,,19.5300005
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,25.2414284285
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,172.020004
GILD,Gilead Sciences,Health Care,Biotechnology,,26.3600005
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,108.379997
STT,State Street Corp.,Financials,Diversified Financial Services,,74.650002
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,32.12749875
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,308.01001
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,304.130005
BSX,Boston Scientific,Health Care,Health Care Equipment,,22.709999
STT,State Street Corp.,Financials,Diversified Financial Services,,46.84
GILD,Gilead Sciences,Health Care,Biotechnology,,18.25
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,43.8429985
GILD,Gilead Sciences,Health Care,Biotechnology,,92.900002
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,39.599998
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,86.18
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,13.73
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,15.6314287143
STT,State Street Corp.,Financials,Diversified Financial Services,,69.690002
STT,State Street Corp.,Financials,Diversified Financial Services,,45.549999
STT,State Street Corp.,Financials,Diversified Financial Services,,71.82
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,15.84
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,42.8810005
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,337.48999
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,91.18
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,81.3199997
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,12.77
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,90.099998
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,42.165001
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,11.5514288571
STT,State Street Corp.,Financials,Diversified Financial Services,,80.07
GILD,Gilead Sciences,Health Care,Biotechnology,,18.174999
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,78.199997
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,52.0985717142
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,298.420013
STT,State Street Corp.,Financials,Diversified Financial Services,,56.189999
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,383.450012
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,28.245001
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,20.299999
BSX,Boston Scientific,Health Care,Health Care Equipment,,11.89
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,64.389999
STT,State Street Corp.,Financials,Diversified Financial Services,,44.459999
STT,State Street Corp.,Financials,Diversified Financial Services,,46.959999
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,34.880001
GILD,Gilead Sciences,Health Care,Biotechnology,,51.43
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,88.8085708571
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,12.09
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,552.080017
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,61.459999
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,73.349998
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,17.66
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,45.695713
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,22.7924995
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,51.084999
STT,State Street Corp.,Financials,Diversified Financial Services,,57.759998
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,61.990002
GILD,Gilead Sciences,Health Care,Biotechnology,,27.450001
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,67.309998
STT,State Street Corp.,Financials,Diversified Financial Services,,71.269997
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,35.4042854285
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,12.16
GILD,Gilead Sciences,Health Care,Biotechnology,,83.949997
BSX,Boston Scientific,Health Care,Health Care Equipment,,5.97
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,309.089996
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,64.18
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,31.6800005
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,19.795
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,73.949997
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,12.98
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,29.875
STT,State Street Corp.,Financials,Diversified Financial Services,,42.07
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,41.9550018
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,184.449997
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,15.97
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,372.100006
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,306.399994
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,78.769997
GILD,Gilead Sciences,Health Care,Biotechnology,,70
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,74.099998
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,19.1275005
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,18.4225005
GILD,Gilead Sciences,Health Care,Biotechnology,,17.865
STT,State Street Corp.,Financials,Diversified Financial Services,,40.009998
STT,State Street Corp.,Financials,Diversified Financial Services,,44.799999
BSX,Boston Scientific,Health Care,Health Care Equipment,,9.01
GILD,Gilead Sciences,Health Care,Biotechnology,,24.4300005
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,23.3500005
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,719.299988
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,21.01
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,93.410004
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,36.7457161428
GILD,Gilead Sciences,Health Care,Biotechnology,,23.549999
BSX,Boston Scientific,Health Care,Health Care Equipment,,9.47
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,47.5820007
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,23.825001
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,48.868
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,59.16
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,38.689999
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,19.2350005
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,183.289993
BSX,Boston Scientific,Health Care,Health Care Equipment,,7.44
GILD,Gilead Sciences,Health Care,Biotechnology,,18.129999
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,24.8419991
GILD,Gilead Sciences,Health Care,Biotechnology,,20.825001
BSX,Boston Scientific,Health Care,Health Care Equipment,,12.28
STT,State Street Corp.,Financials,Diversified Financial Services,,46.619999
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,30.0160007
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,9.28571414285
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,15.79
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,94.75
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,29.1385707143
GILD,Gilead Sciences,Health Care,Biotechnology,,17.075001
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,553.97998
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,249.669998
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,53.3125
GILD,Gilead Sciences,Health Care,Biotechnology,,74.989998
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,21.8710003
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,21.0285721428
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,343.410004
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,72.510002
STT,State Street Corp.,Financials,Diversified Financial Services,,70.349998
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,45.65750125
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,64.720001
STT,State Street Corp.,Financials,Diversified Financial Services,,78.589996
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,14.7385711428
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,246.220001
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,31.627142
BSX,Boston Scientific,Health Care,Health Care Equipment,,23.969999
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,324.579987
BSX,Boston Scientific,Health Care,Health Care Equipment,,23.879999
BSX,Boston Scientific,Health Care,Health Care Equipment,,7.74
STT,State Street Corp.,Financials,Diversified Financial Services,,69.459999
GILD,Gilead Sciences,Health Care,Biotechnology,,86.93
STT,State Street Corp.,Financials,Diversified Financial Services,,55.41
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,145.820007
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,20.040001
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,22.67749975
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,61.7471428571
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,71.940002
BSX,Boston Scientific,Health Care,Health Care Equipment,,22.030001
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,50.397499
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,21.92499925
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,327.070007
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,19.7220001
GILD,Gilead Sciences,Health Care,Biotechnology,,23.885
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,97.3128585713
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,73.160004
GILD,Gilead Sciences,Health Care,Biotechnology,,79.120003
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,52.450001
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,37.369999
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,28.066
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,18.790001
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,118.010002
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,44.07
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,55.3720016
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,37.959999
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,222.520004
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,11.9
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,52.3160019
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,303.910004
BSX,Boston Scientific,Health Care,Health Care Equipment,,13.72
BSX,Boston Scientific,Health Care,Health Care Equipment,,11.99
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,70.290001
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,21.9750005
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,41.4469986
BSX,Boston Scientific,Health Care,Health Care Equipment,,12.63
STT,State Street Corp.,Financials,Diversified Financial Services,,71.230003
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,68.580002
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,124.860001
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,19.21999925
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,20.22249975
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,182.940002
STT,State Street Corp.,Financials,Diversified Financial Services,,43.68
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,24.17
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,47.650002
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,102.120003
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,20
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,13.87
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,540.26001
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,23.49
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,25.9300005
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,128.710007
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,15.4042854286
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,10.18
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,18.4624995
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,18.75
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,74.769997
BSX,Boston Scientific,Health Care,Health Care Equipment,,5.36
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,190.690002
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,67.25499725
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,125.580002
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,55.5839996
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,36.16
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,14.5699997143
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,51.92750175
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,60.73
STT,State Street Corp.,Financials,Diversified Financial Services,,71.519997
GILD,Gilead Sciences,Health Care,Biotechnology,,81.449997
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,182.520004
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,63.4799995714
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,36.9850005
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,76.279999
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,12.23
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,35.470001
BSX,Boston Scientific,Health Care,Health Care Equipment,,16.57
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,45.5625
BSX,Boston Scientific,Health Care,Health Care Equipment,,5.6
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,50.8549995
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,70.989998
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,32.98
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,14.69
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,82.07
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,43.9290009
STT,State Street Corp.,Financials,Diversified Financial Services,,39.98
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,60.529999
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,10.0171432857
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,25.245001
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,17.290001
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,78.010002
STT,State Street Corp.,Financials,Diversified Financial Services,,70.57
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,327
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,66.989998
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,24.6000005
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,155.169998
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,86.129997
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,429.920013
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,28.8099995
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,22.219999
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,58.68
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,26.1049995
GILD,Gilead Sciences,Health Care,Biotechnology,,71.400002
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,19.74
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,51.9885711428
GILD,Gilead Sciences,Health Care,Biotechnology,,45.759998
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,35.7750015
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,36.1119995
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,66.459999
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,56.25
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,200.800003
GILD,Gilead Sciences,Health Care,Biotechnology,,20.865
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,21.93250075
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,21.94249925
GILD,Gilead Sciences,Health Care,Biotechnology,,20.8950005
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,41.5709991
GILD,Gilead Sciences,Health Care,Biotechnology,,58.220001
STT,State Street Corp.,Financials,Diversified Financial Services,,41.91
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,125.029999
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,35.375
GILD,Gilead Sciences,Health Care,Biotechnology,,53.32
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,218.350006
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,64.5475005
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,64.269997
STT,State Street Corp.,Financials,Diversified Financial Services,,59.639999
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,79.059998
GILD,Gilead Sciences,Health Care,Biotechnology,,69.279999
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,39.259998
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,72.660004
GILD,Gilead Sciences,Health Care,Biotechnology,,19.415001
GILD,Gilead Sciences,Health Care,Biotechnology,,50.639999
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,77.830002
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,717.929993
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,23.0289993
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,57.3199997142
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,35.279999
GILD,Gilead Sciences,Health Care,Biotechnology,,118.870003
GILD,Gilead Sciences,Health Care,Biotechnology,,86.580002
STT,State Street Corp.,Financials,Diversified Financial Services,,37.009998
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,21
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,243.619995
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,19.5
STT,State Street Corp.,Financials,Diversified Financial Services,,72.110001
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,33.389999
STT,State Street Corp.,Financials,Diversified Financial Services,,48
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,66.769997
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,55.3125
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,55.1542854285
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,53.8030014
STT,State Street Corp.,Financials,Diversified Financial Services,,78.739998
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,26.2385711428
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,66.949997
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,96.4142837142
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,215.229996
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,23.76
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,67.099998
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,113.43
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,79.0569992
STT,State Street Corp.,Financials,Diversified Financial Services,,66.480003
GILD,Gilead Sciences,Health Care,Biotechnology,,22.870001
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,75.8860016
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,69.940002
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,72.370003
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,90.050003
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,42.18999875
STT,State Street Corp.,Financials,Diversified Financial Services,,63.759998
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,23.3899995
GPN,Global Payments Inc,Information Technology,Data Processing & Outsourced Services,2016-04-25,35.8100015
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,45.3979988
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,74.199997
BSX,Boston Scientific,Health Care,Health Care Equipment,,17.370001
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,383.540009
NVDA,Nvidia Corporation,Information Technology,Semiconductors,,24.469999
GILD,Gilead Sciences,Health Care,Biotechnology,,70.860001
AMZN,Amazon.com Inc,Consumer Discretionary,Internet & Direct Marketing Retail,2005-11-18,264.769989
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,50.119999
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,79.160004
V,Visa Inc.,Information Technology,Internet Software & Services,2009-12-21,66.040001
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,,54.66
MA,Mastercard Inc.,Information Technology,Internet Software & Services,2008-07-18,83.309998
NFLX,Netflix Inc.,Information Technology,Internet Software & Services,2010-12-20,118.160004
STT,State Street Corp.,Financials,Diversified Financial Services,,71.040001
BSX,Boston Scientific,Health Care,Health Care Equipment,,18.799999
